Zeit;Kanal A
(ms);(mV)

-20,68249916;-1,30659400
-20,67749916;-1,11958700
-20,67249916;-1,49298700
-20,66749916;0,18639270
-20,66249916;-1,86638800
-20,65749916;-1,11958700
-20,65249916;-1,30659400
-20,64749916;-0,93319390
-20,64249916;-1,11958700
-20,63749916;-1,11958700
-20,63249916;-1,30659400
-20,62749916;-0,18639270
-20,62249916;-2,05339600
-20,61749916;-1,11958700
-20,61249916;0,00000000
-20,60749916;-1,11958700
-20,60249916;-0,37278540
-20,59749916;-0,55979330
-20,59249916;-0,37278540
-20,58749916;-1,30659400
-20,58249916;-1,30659400
-20,57749916;0,18639270
-20,57249916;-0,93319390
-20,56749916;-1,67999500
-20,56249916;-0,93319390
-20,55749916;-1,30659400
-20,55249916;-2,05339600
-20,54749916;-1,30659400
-20,54249916;-1,30659400
-20,53749916;-1,86638800
-20,53249916;-0,93319390
-20,52749916;-1,67999500
-20,52249916;-1,30659400
-20,51749917;-1,30659400
-20,51249917;-1,11958700
-20,50749917;-1,49298700
-20,50249917;-1,11958700
-20,49749917;-1,30659400
-20,49249917;-0,55979330
-20,48749917;-1,11958700
-20,48249917;0,00000000
-20,47749917;-1,11958700
-20,47249917;-1,30659400
-20,46749917;-1,67999500
-20,46249917;-0,37278540
-20,45749917;-1,11958700
-20,45249917;-0,37278540
-20,44749917;-1,11958700
-20,44249917;-0,74618600
-20,43749917;-1,11958700
-20,43249917;-0,74618600
-20,42749917;-0,55979330
-20,42249917;-0,55979330
-20,41749917;-0,18639270
-20,41249917;-0,74618600
-20,40749917;-0,18639270
-20,40249917;-0,74618600
-20,39749917;-0,74618600
-20,39249917;-0,74618600
-20,38749917;-1,30659400
-20,38249917;-1,30659400
-20,37749917;-1,86638800
-20,37249917;-1,30659400
-20,36749917;-1,30659400
-20,36249917;-0,93319390
-20,35749917;-0,55979330
-20,35249917;-1,30659400
-20,34749917;-0,74618600
-20,34249917;-0,93319390
-20,33749917;-1,67999500
-20,33249917;-1,30659400
-20,32749917;-2,61318900
-20,32249917;-0,55979330
-20,31749917;-1,67999500
-20,31249917;-1,86638800
-20,30749917;-1,49298700
-20,30249917;-1,30659400
-20,29749917;-0,93319390
-20,29249917;-1,30659400
-20,28749917;-0,74618600
-20,28249917;-1,30659400
-20,27749917;-0,74618600
-20,27249917;-0,93319390
-20,26749917;-2,05339600
-20,26249917;-0,37278540
-20,25749917;0,00000000
-20,25249917;0,37278540
-20,24749917;-0,18639270
-20,24249917;0,18639270
-20,23749917;1,11958700
-20,23249917;0,74618600
-20,22749917;0,93319390
-20,22249917;1,11958700
-20,21749917;1,49298700
-20,21249917;1,86638800
-20,20749917;1,49298700
-20,20249917;2,80019700
-20,19749917;2,80019700
-20,19249917;2,42679600
-20,18749917;2,42679600
-20,18249917;2,80019700
-20,17749917;3,35999000
-20,17249917;3,17359700
-20,16749917;2,42679600
-20,16249917;2,61318900
-20,15749917;2,61318900
-20,15249917;2,80019700
-20,14749917;2,23978800
-20,14249917;2,23978800
-20,13749917;1,49298700
-20,13249917;1,49298700
-20,12749917;1,49298700
-20,12249918;1,67999500
-20,11749918;1,86638800
-20,11249918;2,61318900
-20,10749918;1,11958700
-20,10249918;1,49298700
-20,09749918;2,80019700
-20,09249918;2,61318900
-20,08749918;2,80019700
-20,08249918;2,98658900
-20,07749918;2,80019700
-20,07249918;2,05339600
-20,06749918;2,61318900
-20,06249918;2,98658900
-20,05749918;2,61318900
-20,05249918;2,23978800
-20,04749918;1,49298700
-20,04249918;2,23978800
-20,03749918;0,55979330
-20,03249918;0,93319390
-20,02749918;0,18639270
-20,02249918;0,00000000
-20,01749918;-0,55979330
-20,01249918;-0,18639270
-20,00749918;-0,74618600
-20,00249918;-0,55979330
-19,99749918;-0,37278540
-19,99249918;-0,37278540
-19,98749918;-0,55979330
-19,98249918;0,00000000
-19,97749918;0,00000000
-19,97249918;0,00000000
-19,96749918;0,18639270
-19,96249918;0,18639270
-19,95749918;0,00000000
-19,95249918;0,93319390
-19,94749918;0,55979330
-19,94249918;0,74618600
-19,93749918;0,93319390
-19,93249918;1,11958700
-19,92749918;1,11958700
-19,92249918;0,93319390
-19,91749918;1,11958700
-19,91249918;0,93319390
-19,90749918;1,11958700
-19,90249918;0,00000000
-19,89749918;1,11958700
-19,89249918;0,93319390
-19,88749918;3,54699800
-19,88249918;1,49298700
-19,87749918;1,86638800
-19,87249918;1,49298700
-19,86749918;2,05339600
-19,86249918;1,86638800
-19,85749918;0,74618600
-19,85249918;0,93319390
